model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
distilbert,pwws,123,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat plow that pokes fun at the democratic exercise while also test its significance for those who take part . ,1,1,0,1,1,2,0.087,0.9289
distilbert,pwws,123,"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter flick , a cut-and-paste caper . ",0,0,0,1,0,2,0.2,0.8024
distilbert,pwws,123,i had to look away - this was god awful . ,i had to look away - this was god amazing . ,0,0,1,1,1,1,0.0909,0.7845
distilbert,pwws,123,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is unmatched of the most obligate fluctuation on in the company of manpower . ",1,1,0,1,1,4,0.1429,0.7482
distilbert,pwws,123,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' rather provokes a handful of unintentional howlers and numerous yawns . ",0,0,1,1,1,1,0.04,0.9909
distilbert,pwws,123,"a gorgeous , witty , seductive movie . ","a gorgeous , witty , seductive pic . ",1,1,1,1,0,1,0.125,0.8404
distilbert,pwws,123,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-aware to draw you deeply into its world . ",0,0,1,1,1,1,0.0303,0.9711
distilbert,pwws,123,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't conceive in itself , it has no sentience of temper ... it 's just spare bore . ",0,0,0,1,0,5,0.25,0.5357
distilbert,pwws,123,a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of laughable blast - 'em - up scenes . ,0,0,1,1,1,2,0.1818,0.8007
distilbert,pwws,123,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic test recommendation enough . ",1,1,0,1,1,1,0.0385,0.932
distilbert,pwws,123,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is light on the thrills the oversize medium demands . ",0,0,1,1,1,1,0.037,0.9661
distilbert,pwws,123,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelm . ",1,1,0,1,1,1,0.0435,0.9127
distilbert,pwws,123,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is warmly sham and so is this adroitly minimalist movie . ",1,1,0,1,1,1,0.0625,0.9564
distilbert,pwws,123,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... awful push from the casting , a sense of merriment and excitement that seems appropriate . ",1,1,0,1,1,4,0.2105,0.7073
distilbert,pwws,123,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illume documentary overstep our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,0,1,1,2,0.0952,0.9119
distilbert,pwws,123,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it ne'er loses touch with the reality of the grim situation . ,1,1,0,1,1,1,0.0476,0.7438
distilbert,pwws,123,holm ... embodies the character with an effortlessly regal charisma . ,holm ... substantiate the grapheme with an effortlessly purple charisma . ,1,1,1,1,0,3,0.2727,0.5436
distilbert,pwws,123,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the indolent people behind the camera as well . ",0,0,1,1,1,1,0.0526,0.6481
distilbert,pwws,123,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers picayune beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,1,1,1,0.0714,0.9117
distilbert,pwws,123,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and vacancy . ,0,0,1,1,1,1,0.0588,0.9569
distilbert,pwws,123,a subtle and well-crafted ( for the most part ) chiller . ,a insidious and well-crafted ( for the most disunite ) hair-raiser . ,1,1,1,1,0,3,0.25,0.49
distilbert,pwws,123,has a lot of the virtues of eastwood at his best . ,has a mess of the virtues of eastwood at his best . ,1,1,0,1,1,1,0.0833,0.9204
distilbert,pwws,123,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's hamper by a lifetime-channel variety of game and a contribute actress who is out of her profoundness . ,0,0,1,1,1,5,0.25,0.6738
distilbert,pwws,123,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it spirit like an after-school especial gussied up with some fancy exceptional effects , and watching its rote plot points connect is about as energize as gazing at an egg timer for 93 minutes . ",0,0,1,1,1,4,0.1143,0.9042
distilbert,pwws,123,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most split , director anne-sophie birot 's low feature is a sore , inordinately well-acted play . ",1,1,1,1,0,5,0.2632,0.7457
distilbert,pwws,123,"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very archetype artist in his metier , and what sentence is it there ? ",1,1,0,1,1,3,0.1667,0.724
distilbert,pwws,123,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an rent search at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,2,0.1429,0.8722
distilbert,pwws,123,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so destitute of any tolerant of intelligible history that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,3,0.1429,0.778
distilbert,pwws,123,"a tender , heartfelt family drama . ","a sore , heartfelt phratry drama . ",1,1,0,1,1,2,0.2857,0.7424
distilbert,pwws,123,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a vacuous laugh told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engross it . ,0,0,1,1,1,3,0.1364,0.8482
distilbert,pwws,123,the cold turkey would 've been a far better title . ,the cold joker would 've been a far skillful style . ,0,0,1,1,1,3,0.2727,0.5655
distilbert,pwws,123,manages to be both repulsively sadistic and mundane . ,manages to be both repulsively sadistic and everyday . ,0,0,1,1,1,1,0.1111,0.9171
distilbert,pwws,123,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character contemplate , but never does more than scratch the surface . ",0,0,1,1,1,1,0.0312,0.9573
distilbert,pwws,123,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a tarradiddle of deuce misfits who do n't support a probability unequaled , but unitedly they are brilliant . ",1,1,1,1,0,7,0.3333,0.416
distilbert,pwws,123,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to chance some sweetener on which to hang his persistently useless movies , and it power as well be the resuscitation of the middle-aged character . ",0,0,1,1,1,3,0.1071,0.8041
distilbert,pwws,123,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive force of this film seems to burble up from the vast collective memory of the combatants . ,1,1,0,1,1,1,0.0526,0.9484
distilbert,pwws,123,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a ill-use in the flop direction , with its blend of frankness , civility and compassion . ",1,1,0,1,1,2,0.0769,0.8746
distilbert,pwws,123,you wonder why enough was n't just a music video rather than a full-length movie . ,you admiration why adequate was n't just a music picture sooner than a full-length film . ,0,0,1,1,1,5,0.3125,0.7959
distilbert,pwws,123,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket flop here . ",1,1,0,1,1,1,0.0588,0.9296
distilbert,pwws,123,"a fast , funny , highly enjoyable movie . ","a degraded , funny , highly gratifying movie . ",1,1,0,1,1,2,0.2222,0.6611
distilbert,pwws,123,good old-fashioned slash-and-hack is back ! ,commodity old-fashioned slash-and-hack is back ! ,1,1,0,1,1,1,0.1667,0.8166
distilbert,pwws,123,"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to jump , even for horror movie fanatics . ",0,0,1,1,1,1,0.0714,0.6574
distilbert,pwws,123,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou ne'er really builds up a head of emotional steam . ",0,0,1,1,1,1,0.037,0.8932
